locality_code,locality_name_he,locality_name_en,transliteration,district_code,district_name,subdistrict_code,subdistrict_name,natural_area,municipal_status_code,municipal_status_name,population,year_founded,coordinates,elevation_m,planning_committee,police_station,year,cluster
1937,"אזור באר שבע מ""א 41",,,6,הדרום,62,באר שבע,623,41,מועצה אזורית בני שמעון,0,,1807058120,,,,2023,אשכול רשויות נגב מערבי
1938,"אזור באר שבע מ""א 51",,,6,הדרום,62,באר שבע,623,51,מועצה אזורית תמר,0,,2240057100,,,,2023,ללא שיוך לאשכול
1939,"אזור באר שבע של""ש",,,6,הדרום,62,באר שבע,623,,חסר מעמד מוניציפלי,0,,1974056740,,,,2023,ללא שיוך לאשכול
1942,"אזור ים המלח מ""א 51",,,6,הדרום,62,באר שבע,624,51,מועצה אזורית תמר,0,,2340056200,,,,2023,ללא שיוך לאשכול
1944,"הערבה מ""א 51",,,6,הדרום,62,באר שבע,625,51,מועצה אזורית תמר,0,,,,,,2023,ללא שיוך לאשכול
1945,"הערבה מ""א 53",,,6,הדרום,62,באר שבע,625,53,מועצה אזורית חבל אילות,0,,2062043180,,,,2023,אשכול רשויות נגב מזרחי
1946,"הערבה מ""א 54",,,6,הדרום,62,באר שבע,625,54,מועצה אזורית הערבה התיכונה,0,,2159050670,,,,2023,אשכול רשויות נגב מזרחי
1947,"הר הנגב הצפוני מ""א 53",,,6,הדרום,62,באר שבע,626,53,מועצה אזורית חבל אילות,0,,1658047710,,,,2023,אשכול רשויות נגב מזרחי
1948,"הר הנגב הצפוני מ""א 48",,,6,הדרום,62,באר שבע,626,48,מועצה אזורית רמת נגב,0,,1728052230,,,,2023,אשכול רשויות נגב מזרחי
1949,"הר הנגב הצפוני מ""א 51",,,6,הדרום,62,באר שבע,626,51,מועצה אזורית תמר,0,,2189054410,,,,2023,ללא שיוך לאשכול
1950,"הר הנגב הצפוני מ""א 54",,,6,הדרום,62,באר שבע,626,54,מועצה אזורית הערבה התיכונה,0,,2054052480,,,,2023,אשכול רשויות נגב מזרחי
1951,"הר הנגב הדרומי מ""א 53",,,6,הדרום,62,באר שבע,627,53,מועצה אזורית חבל אילות,0,,1883044330,,,,2023,אשכול רשויות נגב מזרחי
1952,"הר הנגב הדרומי מ""א 54",,,6,הדרום,62,באר שבע,627,54,מועצה אזורית הערבה התיכונה,0,,2040048240,,,,2023,אשכול רשויות נגב מזרחי
1953,"הר הנגב הדרומי מ""א 48",,,6,הדרום,62,באר שבע,627,48,מועצה אזורית רמת נגב,0,,1851048010,,,,2023,אשכול רשויות נגב מזרחי
1960,"חרמון מ""א 71",,,2,הצפון,29,גולן,291,71,מועצה אזורית גולן,0,,2685079910,,,,2023,אשכול רשויות גליל מזרחי
1961,"פארק הירדן מ""א 6",,,2,הצפון,22,כנרת,221,6,מועצה אזורית עמק הירדן,0,,,,,,2023,אשכול רשויות הכנרת והעמקים
1962,"גולן צפוני מ""א 71",,,2,הצפון,29,גולן,292,71,מועצה אזורית גולן,0,,2709077860,,,,2023,אשכול רשויות גליל מזרחי
1963,"גאון הירדן מ""א 3",,,2,הצפון,22,כנרת,222,3,מועצה אזורית הגליל התחתון,0,,,,,,2023,אשכול רשויות הכנרת והעמקים
1964,"גולן תיכון מ""א 71",,,2,הצפון,29,גולן,293,71,מועצה אזורית גולן,0,,2670076100,,,,2023,אשכול רשויות גליל מזרחי
1966,"גולן דרומי מ""א 71",,,2,הצפון,29,גולן,294,71,מועצה אזורית גולן,0,,2704074680,,,,2023,אשכול רשויות גליל מזרחי
1970,"נפת ג'נין מ""א 72",,,7,אזור יהודה ושומרון,71,ג'נין,,72,מועצה אזורית שומרון,0,,,,,,2023,אשכול יהודה ושומרון
1971,נפת ג'נין,,,7,אזור יהודה ושומרון,71,ג'נין,,,חסר מעמד מוניציפלי,0,,,,,,2023,ללא שיוך לאשכול
1972,"נפת שכם מ""א 72",,,7,אזור יהודה ושומרון,72,שכם,,72,מועצה אזורית שומרון,0,,,,,,2023,אשכול יהודה ושומרון
1973,נפת שכם,,,7,אזור יהודה ושומרון,72,שכם,,,חסר מעמד מוניציפלי,0,,,,,,2023,ללא שיוך לאשכול
1974,"נפת ראמאללה מ""א 73",,,7,אזור יהודה ושומרון,73,טול כרם,,72,מועצה אזורית שומרון,0,,,,,,2023,אשכול יהודה ושומרון
1975,נפת טול כרם,,,7,אזור יהודה ושומרון,73,טול כרם,,,חסר מעמד מוניציפלי,0,,,,,,2023,ללא שיוך לאשכול
1976,"נפת ראמאללה מ""א 73",,,7,אזור יהודה ושומרון,74,ראמאללה,,73,מועצה אזורית מטה בנימין,0,,,,,,2023,אשכול יהודה ושומרון
1977,נפת ראמאללה,,,7,אזור יהודה ושומרון,74,ראמאללה,,,חסר מעמד מוניציפלי,0,,,,,,2023,ללא שיוך לאשכול
1978,"נפת ירדן מ""א 74",,,7,אזור יהודה ושומרון,75,ירדן-יריחו,,74,מועצה אזורית מגילות ים המלח,0,,,,,,2023,אשכול יהודה ושומרון
1979,"נפת ירדן מ""א 75",,,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,0,,,,,,2023,אשכול יהודה ושומרון
1980,נפת ירדן,,,7,אזור יהודה ושומרון,75,ירדן-יריחו,,,חסר מעמד מוניציפלי,0,,,,,,2023,ללא שיוך לאשכול
1981,"נפת בית לחם מ""א 76",,,7,אזור יהודה ושומרון,76,בית לחם,,76,מועצה אזורית גוש עציון,0,,,,,,2023,ללא שיוך לאשכול
1982,נפת בית לחם,,,7,אזור יהודה ושומרון,76,בית לחם,,,חסר מעמד מוניציפלי,0,,,,,,2023,ללא שיוך לאשכול
1983,"נפת חברון מ""א 78",,,7,אזור יהודה ושומרון,77,חברון,,78,מועצה אזורית הר חברון,0,,,,,,2023,אשכול יהודה ושומרון
1984,נפת חברון,,,7,אזור יהודה ושומרון,77,חברון,,,חסר מעמד מוניציפלי,0,,,,,,2023,ללא שיוך לאשכול
1997,"גמ""ל מחוז דרום",,,6,הדרום,62,באר שבע,623,,חסר מעמד מוניציפלי,0,,,,,,2023,ללא שיוך לאשכול
1998,דרום יהודה,,,7,אזור יהודה ושומרון,77,חברון,,,חסר מעמד מוניציפלי,0,,,,,,2023,ללא שיוך לאשכול
1999,השומרון,,,7,אזור יהודה ושומרון,71,ג'נין,,,חסר מעמד מוניציפלי,0,,2235665137,,,,2023,ללא שיוך לאשכול
2002,תנובות,Tenuvot,TENUVOT,4,המרכז,41,השרון,411,18,מועצה אזורית לב השרון,941,1952.0,196684690228,40,412,15000060,2023,אשכול רשויות השרון
2003,תלמי אלעזר,Talme El'azar,TALME EL'AZAR,3,חיפה,32,חדרה,324,14,מועצה אזורית מנשה,918,1952.0,198109705718,27,351,10004261,2023,ללא שיוך לאשכול
2006,כנות,Kannot,KANNOT,6,הדרום,61,אשקלון,611,33,מועצה אזורית באר טוביה,113,1952.0,176624634447,69,616,10001821,2023,אשכול רשויות שורק דרומי
2008,שדה יצחק,Sede Yizhaq,SEDE YIZHAQ,3,חיפה,32,חדרה,324,14,מועצה אזורית מנשה,719,1952.0,199601701264,31,351,15002436,2023,ללא שיוך לאשכול
2009,יובל,Yuval,YUVAL,2,הצפון,21,צפת,211,55,מועצה אזורית מבואות החרמון,829,1952.0,256129794643,245,253,10004591,2023,אשכול רשויות גליל מזרחי
2010,כפר בן נון,Kefar Bin Nun,KEFAR BIN NUN,4,המרכז,43,רמלה,432,30,מועצה אזורית גזר,808,1952.0,195123641019,150,426,10002228,2023,ללא שיוך לאשכול
2011,ינון,Yinnon,YINNON,6,הדרום,61,אשקלון,611,33,מועצה אזורית באר טוביה,1229,1952.0,179378627851,66,616,10001821,2023,אשכול רשויות שורק דרומי
2012,אורות,Orot,OROT,6,הדרום,61,אשקלון,611,33,מועצה אזורית באר טוביה,547,1952.0,174927627827,50,616,10001821,2023,אשכול רשויות שורק דרומי
2013,בן שמן (מושב),Ben Shemen (Moshav),BEN SHEMEN (MOSHAV),4,המרכז,43,רמלה,432,25,מועצה אזורית חבל מודיעין,850,1952.0,192834651104,65,424,10002261,2023,ללא שיוך לאשכול
2014,גבעולים,Giv'olim,GIV'OLIM,6,הדרום,62,באר שבע,621,39,מועצה אזורית שדות נגב,525,1952.0,161163589598,120,651,10001930,2023,אשכול רשויות נגב מערבי
2015,שדי חמד,Sede Hemed,SEDE HEMED,4,המרכז,42,פתח תקווה,421,20,מועצה אזורית דרום השרון,1017,1952.0,194812674036,35,417,10002133,2023,אשכול רשויות השרון
2016,רוויה,Rewaya,REWAYA,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,472,1952.0,244748706112,-109,202,10004568,2023,אשכול רשויות הכנרת והעמקים
2018,גבעת חיים (איחוד),Giv'at Hayyim (Ihud),GIV'AT HAYYIM (IHUD),4,המרכז,41,השרון,411,16,מועצה אזורית עמק חפר,1227,1932.0,193839700642,22,409,15000060,2023,ללא שיוך לאשכול
2021,אשל הנשיא,Eshel HaNasi,ESHEL HANASI,6,הדרום,62,באר שבע,622,42,מועצה אזורית מרחבים,153,1952.0,171200581686,192,651,10001893,2023,אשכול רשויות נגב מערבי
2023,להב,Lahav,LAHAV,6,הדרום,62,באר שבע,623,41,מועצה אזורית בני שמעון,675,1952.0,187514587545,455,625,10001937,2023,אשכול רשויות נגב מערבי
2024,אום אל-קוטוף,Umm Al-Qutuf,UMM AL-QUTUF,3,חיפה,32,חדרה,323,14,מועצה אזורית מנשה,1237,,205537708358,140,351,10004233,2023,ללא שיוך לאשכול
2026,ירדנה,Yardena,YARDENA,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,516,1952.0,253286719060,-236,202,10004568,2023,אשכול רשויות הכנרת והעמקים
2029,מדרך עוז,Midrakh Oz,MIDRAKH OZ,2,הצפון,23,יזרעאל,234,13,מועצה אזורית מגידו,851,1952.0,215156722309,127,254,10004411,2023,אשכול רשויות הגליל והעמקים
2030,מנוחה,Menuha,MENUHA,6,הדרום,61,אשקלון,611,50,מועצה אזורית לכיש,781,1953.0,178866618444,102,634,10001813,2023,ללא שיוך לאשכול
2033,בית חלקיה,Bet Hilqiyya,BET HILQIYYA,4,המרכז,44,רחובות,441,31,מועצה אזורית נחל שורק,1298,1953.0,182257633353,66,456,15002488,2023,אשכול רשויות שורק דרומי
2034,חצור הגלילית,Hazor HaGelilit,HAZOR HAGELILIT,2,הצפון,21,צפת,213,99,מועצה מקומית,11062,1953.0,251189765405,430,259,10004540,2023,אשכול רשויות גליל מזרחי
2035,עדנים,Adanim,ADANIM,4,המרכז,42,פתח תקווה,421,20,מועצה אזורית דרום השרון,461,1950.0,191234671814,23,417,10002133,2023,אשכול רשויות השרון
2038,ברקת,Bareqet,BAREQET,4,המרכז,42,פתח תקווה,422,25,מועצה אזורית חבל מודיעין,2154,1952.0,194893658135,81,424,10002168,2023,ללא שיוך לאשכול
2039,קריית יערים (מוסד),Qiryat Ye'arim(Institute),QIRYAT YE'ARIM(INSTITUTE),1,ירושלים,11,ירושלים,111,26,מועצה אזורית מטה יהודה,94,1952.0,209957635433,715,151,10002475,2023,ללא שיוך לאשכול
2042,עין גדי,En Gedi,EN GEDI,6,הדרום,62,באר שבע,624,51,מועצה אזורית תמר,716,1953.0,236590595639,-303,656,10001911,2023,ללא שיוך לאשכול
2043,בחן,Bahan,BAHAN,4,המרכז,41,השרון,412,16,מועצה אזורית עמק חפר,1143,1953.0,202099695377,64,409,10002155,2023,ללא שיוך לאשכול
2044,מלילות,Melilot,MELILOT,6,הדרום,62,באר שבע,621,39,מועצה אזורית שדות נגב,546,1953.0,161510588786,112,651,10001930,2023,אשכול רשויות נגב מערבי
2045,נחלה,Nahala,NAHALA,6,הדרום,61,אשקלון,611,35,מועצה אזורית יואב,725,1953.0,180588618491,123,632,10001813,2023,אשכול רשויות שורק דרומי
2046,סגולה,Segulla,SEGULLA,6,הדרום,61,אשקלון,611,35,מועצה אזורית יואב,660,1953.0,179241619770,99,632,10001813,2023,אשכול רשויות שורק דרומי
2047,ניר משה,Nir Moshe,NIR MOSHE,6,הדרום,62,באר שבע,621,42,מועצה אזורית מרחבים,551,1953.0,164955598521,139,651,10001930,2023,אשכול רשויות נגב מערבי
2048,ניר עקיבא,Nir Aqiva,NIR AQIVA,6,הדרום,62,באר שבע,621,42,מועצה אזורית מרחבים,745,1953.0,166442597670,154,651,10001930,2023,אשכול רשויות נגב מערבי
2049,שדה צבי,Sede Zevi,SEDE ZEVI,6,הדרום,62,באר שבע,621,42,מועצה אזורית מרחבים,765,1953.0,172670595308,202,651,10001930,2023,אשכול רשויות נגב מערבי
2050,"תלמי ביל""ו",Talme Bilu,TALME BILU,6,הדרום,62,באר שבע,621,42,מועצה אזורית מרחבים,604,1953.0,166285594115,171,651,10001930,2023,אשכול רשויות נגב מערבי
2051,רווחה,Rewaha,REWAHA,6,הדרום,61,אשקלון,612,34,מועצה אזורית שפיר,670,1953.0,174776617537,84,631,10001813,2023,ללא שיוך לאשכול
2052,אביטל,Avital,AVITAL,2,הצפון,23,יזרעאל,234,8,מועצה אזורית הגלבוע,628,1953.0,229099718146,73,204,10004394,2023,אשכול רשויות הגליל והעמקים
2053,פרזון,Perazon,PERAZON,2,הצפון,23,יזרעאל,234,8,מועצה אזורית הגלבוע,440,1953.0,229444716845,78,204,10004394,2023,אשכול רשויות הגליל והעמקים
2054,מיטב,Metav,METAV,2,הצפון,23,יזרעאל,234,8,מועצה אזורית הגלבוע,575,1954.0,228508716854,72,204,10004394,2023,אשכול רשויות הגליל והעמקים
2055,מאור,Ma'or,MA'OR,3,חיפה,32,חדרה,324,14,מועצה אזורית מנשה,1636,1953.0,200797703411,32,351,15002436,2023,ללא שיוך לאשכול
2057,שדי תרומות,Sede Terumot,SEDE TERUMOT,2,הצפון,23,יזרעאל,231,7,מועצה אזורית עמק המעיינות,600,1951.0,245923705201,-128,202,10004568,2023,אשכול רשויות הכנרת והעמקים
2059,"פעמי תש""ז",Pa'ame Tashaz,PA'AME TASHAZ,6,הדרום,62,באר שבע,621,42,מועצה אזורית מרחבים,696,1953.0,170817594241,179,651,10001930,2023,אשכול רשויות נגב מערבי
2060,ברוש,Berosh,BEROSH,6,הדרום,62,באר שבע,621,41,מועצה אזורית בני שמעון,570,1953.0,165093586660,129,625,10001893,2023,אשכול רשויות נגב מערבי
2061,תדהר,Tidhar,TIDHAR,6,הדרום,62,באר שבע,621,41,מועצה אזורית בני שמעון,773,1953.0,164560587625,115,625,10001893,2023,אשכול רשויות נגב מערבי
2062,תאשור,Te'ashur,TE'ASHUR,6,הדרום,62,באר שבע,621,41,מועצה אזורית בני שמעון,445,1953.0,166065586800,137,625,10001893,2023,אשכול רשויות נגב מערבי
2063,דישון,Dishon,DISHON,2,הצפון,21,צפת,212,55,מועצה אזורית מבואות החרמון,396,1953.0,248824776372,443,253,10004591,2023,אשכול רשויות גליל מזרחי
2064,זרועה,Zeru'a,ZERU'A,6,הדרום,62,באר שבע,621,39,מועצה אזורית שדות נגב,522,1953.0,164298596420,135,651,10001930,2023,אשכול רשויות נגב מערבי
2100,טירת כרמל,Tirat Karmel,TIRAT KARMEL,3,חיפה,31,חיפה,311,0,עירייה,31896,1949.0,197604740756,44,355,10004710,2023,אשכול רשויות המפרץ
2200,דימונה,Dimona,DIMONA,6,הדרום,62,באר שבע,626,0,עירייה,39230,1955.0,203387553207,453,607,10001918,2023,אשכול רשויות נגב מזרחי
2300,קריית טבעון,Qiryat Tiv'on,QIRYAT TIV'ON,3,חיפה,31,חיפה,311,99,מועצה מקומית,18697,1937.0,212083735636,103,306,10004207,2023,אשכול רשויות המפרץ
2400,אור יהודה,Or Yehuda,OR YEHUDA,5,תל אביב,52,תל אביב,512,0,עירייה,40143,1950.0,186342659652,29,510,10001516,2023,ללא שיוך לאשכול
2500,נשר,Nesher,NESHER,3,חיפה,31,חיפה,311,0,עירייה,22760,1925.0,204205741554,154,355,15005224,2023,אשכול רשויות המפרץ
2530,באר יעקב,Be'er Ya'aqov,BE'ER YA'AQOV,4,המרכז,43,רמלה,432,0,עירייה,34601,1907.0,184909649950,66,455,10002228,2023,ללא שיוך לאשכול
2550,גדרה,Gedera,GEDERA,4,המרכז,44,רחובות,441,99,מועצה מקומית,30685,1884.0,179285635559,57,431,15002488,2023,אשכול רשויות שורק דרומי
2560,ערד,Arad,ARAD,6,הדרום,62,באר שבע,623,0,עירייה,29323,1961.0,220364574137,488,610,10001911,2023,אשכול רשויות נגב מזרחי
2600,אילת,Elat,ELAT,6,הדרום,62,באר שבע,625,0,עירייה,57339,1951.0,194137385051,163,602,10001955,2023,ללא שיוך לאשכול
2610,בית שמש,Bet Shemesh,BET SHEMESH,1,ירושלים,11,ירושלים,112,0,עירייה,167318,1950.0,198975626616,302,102,10002507,2023,ללא שיוך לאשכול
2620,קריית אונו,Qiryat Ono,QIRYAT ONO,5,תל אביב,52,תל אביב,512,0,עירייה,43310,1939.0,186662663065,61,508,10001516,2023,ללא שיוך לאשכול
2630,קריית גת,Qiryat Gat,QIRYAT GAT,6,הדרום,61,אשקלון,612,0,עירייה,69762,1954.0,177866613288,128,606,10001813,2023,ללא שיוך לאשכול
2640,ראש העין,Rosh HaAyin,ROSH HAAYIN,4,המרכז,42,פתח תקווה,422,0,עירייה,77104,1950.0,196255666822,83,418,10002168,2023,ללא שיוך לאשכול
2650,רמת השרון,Ramat HaSharon,RAMAT HASHARON,5,תל אביב,51,תל אביב,511,0,עירייה,49002,1923.0,185199671833,39,553,10001605,2023,ללא שיוך לאשכול
2660,יבנה,Yavne,YAVNE,4,המרכז,44,רחובות,441,0,עירייה,57725,1949.0,175203642744,26,404,15002488,2023,ללא שיוך לאשכול
2710,אום אל-פחם,Umm al-Fahm,UMM AL-FAHM,3,חיפה,32,חדרה,323,0,עירייה,59319,,214505714034,309,354,10004249,2023,ללא שיוך לאשכול
2720,טירה,Tire,TIRE,4,המרכז,41,השרון,412,0,עירייה,27228,,195988682273,61,403,10004769,2023,אשכול רשויות השרון
2730,טייבה,Tayibe,TAYIBE,4,המרכז,41,השרון,412,0,עירייה,46194,,200810685697,64,402,10002155,2023,אשכול רשויות השרון
2742,זבארגה (שבט),Az-Zabarika,ZABARGA,6,הדרום,62,באר שבע,623,,חסר מעמד מוניציפלי,0,,203200571700,,699,,2023,ללא שיוך לאשכול
2800,קריית שמונה,Qiryat Shemona,QIRYAT SHEMONA,2,הצפון,21,צפת,211,0,עירייה,24254,1950.0,253933790871,207,217,10004591,2023,אשכול רשויות גליל מזרחי
3000,ירושלים,Jerusalem,JERUSALEM,1,ירושלים,11,ירושלים,111,0,עירייה,1028366,ותיק,220976632344,715,101,10002489,2023,ללא שיוך לאשכול
3488,כפר עציון,Kefar Ezyon,KEFAR EZYON,7,אזור יהודה ושומרון,76,בית לחם,,76,מועצה אזורית גוש עציון,1168,1967.0,211038617453,934,714,15000586,2023,ללא שיוך לאשכול
3555,נתיב הגדוד,Netiv HaGedud,NETIV HAGEDUD,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,214,1976.0,242152655081,-221,712,10003299,2023,אשכול יהודה ושומרון
3556,אלמוג,Almog,ALMOG,7,אזור יהודה ושומרון,75,ירדן-יריחו,,74,מועצה אזורית מגילות ים המלח,306,1977.0,243781632942,-278,713,10003314,2023,אשכול יהודה ושומרון
3557,קדומים,Qedumim,QEDUMIM,7,אזור יהודה ושומרון,73,טול כרם,,99,מועצה מקומית,4539,1977.0,215343680643,417,721,15004488,2023,אשכול יהודה ושומרון
3558,תומר,Tomer,TOMER,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,420,1978.0,241601658417,-228,712,10003299,2023,אשכול יהודה ושומרון
3560,אלקנה,Elqana,ELQANA,7,אזור יהודה ושומרון,73,טול כרם,,99,מועצה מקומית,4392,1977.0,203631668682,228,702,15004488,2023,אשכול יהודה ושומרון
3561,מגדל עוז,Migdal Oz,MIGDAL OZ,7,אזור יהודה ושומרון,76,בית לחם,,76,מועצה אזורית גוש עציון,575,1977.0,213595616417,938,714,15000586,2023,ללא שיוך לאשכול
3563,תקוע,Teqoa,TEQOA,7,אזור יהודה ושומרון,76,בית לחם,,76,מועצה אזורית גוש עציון,4688,1977.0,221894617533,646,714,15000586,2023,ללא שיוך לאשכול
3564,כוכב השחר,Kokhav HaShahar,KOKHAV HASHAHAR,7,אזור יהודה ושומרון,74,ראמאללה,,73,מועצה אזורית מטה בנימין,2754,1977.0,233146651874,574,711,10003299,2023,אשכול יהודה ושומרון
3565,רימונים,Rimmonim,RIMMONIM,7,אזור יהודה ושומרון,74,ראמאללה,,73,מועצה אזורית מטה בנימין,707,1977.0,232346648997,669,711,10003299,2023,אשכול יהודה ושומרון
3566,יפית,Yafit,YAFIT,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,279,1980.0,244901663404,-243,712,10003299,2023,אשכול יהודה ושומרון
3567,סלעית,Sal'it,SAL'IT,7,אזור יהודה ושומרון,73,טול כרם,,72,מועצה אזורית שומרון,1437,1977.0,204958683214,248,710,15004488,2023,אשכול יהודה ושומרון
3568,ריחן,Rehan,REHAN,7,אזור יהודה ושומרון,71,ג'נין,,72,מועצה אזורית שומרון,499,1977.0,213042708238,363,710,15004488,2023,אשכול יהודה ושומרון
3569,מבוא דותן,Mevo Dotan,MEVO DOTAN,7,אזור יהודה ושומרון,71,ג'נין,,72,מועצה אזורית שומרון,683,1978.0,216662702986,314,710,15004488,2023,אשכול יהודה ושומרון
3570,אריאל,Ari'el,ARI'EL,7,אזור יהודה ושומרון,73,טול כרם,,0,עירייה,21841,1978.0,217856667882,520,701,15004488,2023,ללא שיוך לאשכול
3571,שבי שומרון,Shave Shomeron,SHAVE SHOMERON,7,אזור יהודה ושומרון,72,שכם,,72,מועצה אזורית שומרון,1110,1977.0,217639685552,335,710,15004488,2023,אשכול יהודה ושומרון
3572,כפר תפוח,Kefar Tappuah,KEFAR TAPPUAH,7,אזור יהודה ושומרון,73,טול כרם,,72,מועצה אזורית שומרון,1606,1978.0,223764669483,653,710,15004488,2023,אשכול יהודה ושומרון
3573,נווה צוף,Neve Tsuf,NEVE TSUF,7,אזור יהודה ושומרון,74,ראמאללה,,73,מועצה אזורית מטה בנימין,1439,1977.0,212117657033,557,711,10004054,2023,אשכול יהודה ושומרון
3574,בית אל,Bet El,BET EL,7,אזור יהודה ושומרון,74,ראמאללה,,99,מועצה מקומית,6040,1977.0,221211649865,853,722,10003299,2023,אשכול יהודה ושומרון
3575,בית חורון,Bet Horon,BET HORON,7,אזור יהודה ושומרון,74,ראמאללה,,73,מועצה אזורית מטה בנימין,1496,1977.0,212099642804,629,711,10004054,2023,אשכול יהודה ושומרון
3576,מצפה יריחו,Mizpe Yeriho,MIZPE YERIHO,7,אזור יהודה ושומרון,75,ירדן-יריחו,,73,מועצה אזורית מטה בנימין,2895,1978.0,237435635949,157,711,10003314,2023,אשכול יהודה ושומרון
3578,שדמות מחולה,Shadmot Mehola,SHADMOT MEHOLA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,731,1979.0,250441694843,-190,712,10003299,2023,אשכול יהודה ושומרון
3579,אלון מורה,Elon More,ELON MORE,7,אזור יהודה ושומרון,72,שכם,,72,מועצה אזורית שומרון,2161,1979.0,231496682306,662,710,15004488,2023,אשכול יהודה ושומרון
3598,ארגמן,Argaman,ARGAMAN,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,160,1968.0,249518675505,-181,712,10003299,2023,אשכול יהודה ושומרון
3599,מחולה,Mehola,MEHOLA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,760,1968.0,248660696920,-177,712,10003299,2023,אשכול יהודה ושומרון
3601,קליה,Qalya,QALYA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,74,מועצה אזורית מגילות ים המלח,550,1968.0,244344628653,-361,713,10003314,2023,אשכול יהודה ושומרון
3602,ראש צורים,Rosh Zurim,ROSH ZURIM,7,אזור יהודה ושומרון,76,בית לחם,,76,מועצה אזורית גוש עציון,1115,1969.0,211933619501,918,714,15000586,2023,ללא שיוך לאשכול
3603,הר גילה,Har Gillo,HAR GILLO,7,אזור יהודה ושומרון,76,בית לחם,,76,מועצה אזורית גוש עציון,1651,1972.0,216038625638,891,714,10002521,2023,ללא שיוך לאשכול
3604,אלון שבות,Allon Shevut,ALLON SHEVUT,7,אזור יהודה ושומרון,76,בית לחם,,76,מועצה אזורית גוש עציון,3267,1970.0,212026618052,953,714,15000586,2023,ללא שיוך לאשכול
3605,משואה,Massu'a,MASSU'A,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,434,1970.0,246492668848,-251,712,10003299,2023,אשכול יהודה ושומרון
3606,גלגל,Gilgal,GILGAL,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,209,1970.0,242368656288,-249,712,10003299,2023,אשכול יהודה ושומרון
3607,"ייט""ב",Yitav,YITAV,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,199,1970.0,240174650518,-108,712,10003299,2023,אשכול יהודה ושומרון
3608,מעלה אפרים,Ma'ale Efrayim,MA'ALE EFRAYIM,7,אזור יהודה ושומרון,75,ירדן-יריחו,,99,מועצה מקומית,1695,1970.0,238300664237,178,707,10003299,2023,ללא שיוך לאשכול
3609,חמרה,Hamra,HAMRA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,271,1971.0,241290678378,-46,712,10003299,2023,אשכול יהודה ושומרון
3610,מצפה שלם,Mizpe Shalem,MIZPE SHALEM,7,אזור יהודה ושומרון,75,ירדן-יריחו,,74,מועצה אזורית מגילות ים המלח,279,1971.0,238095608392,-302,713,10003314,2023,אשכול יהודה ושומרון
3611,קריית ארבע,Qiryat Arba,QIRYAT ARBA,7,אזור יהודה ושומרון,77,חברון,,99,מועצה מקומית,7572,1972.0,211271604818,913,709,15003512,2023,אשכול יהודה ושומרון
3612,בקעות,Beqa'ot,BEQA'OT,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,247,1972.0,242891683279,79,712,10003299,2023,אשכול יהודה ושומרון
3613,גיתית,Gittit,GITTIT,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,567,1973.0,237596667649,300,712,10003299,2023,אשכול יהודה ושומרון
3614,מכורה,Mekhora,MEKHORA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,250,1973.0,240103674639,220,712,10003299,2023,אשכול יהודה ושומרון
3615,פצאל,Peza'el,PEZA'EL,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75,מועצה אזורית ערבות הירדן,534,1975.0,241921661231,-235,712,10003299,2023,אשכול יהודה ושומרון
3616,מעלה אדומים,Ma'ale Adummim,MA'ALE ADUMMIM,7,אזור יהודה ושומרון,76,בית לחם,,0,עירייה,36680,1975.0,229199631963,330,706,10003314,2023,אשכול יהודה ושומרון
3617,עפרה,Ofra,OFRA,7,אזור יהודה ושומרון,74,ראמאללה,,73,מועצה אזורית מטה בנימין,3191,1975.0,224836651215,830,711,10003299,2023,אשכול יהודה ושומרון
3618,אלעזר,El'azar,EL'AZAR,7,אזור יהודה ושומרון,76,בית לחם,,76,מועצה אזורית גוש עציון,2567,1975.0,213468618749,926,714,15000586,2023,ללא שיוך לאשכול
